chrA	posA	chrB	posB	contactCount	p.value	q.value	interactionID	interactionID_final
12	83575000	15	33155000	5	1.01731e-15	9.248091e-09	interaction_326315	interaction_1178
12	83895000	21	18015000	5	1.013412e-16	1.847998e-09	interaction_326647	interaction_1179
3	94445000	12	84175000	5	5.898338e-16	6.308769e-09	interaction_326831	interaction_1180
2	77145000	12	8425000	5	2.008263e-16	2.978735e-09	interaction_326845	interaction_1181
6	10835000	12	84335000	5	4.227286e-16	5.027709e-09	interaction_326978	interaction_1182
12	84385000	15	70355000	6	1.599917e-18	7.627168e-11	interaction_327003	interaction_1183
3	141595000	12	85655000	6	8.355213e-18	2.859448e-10	interaction_327988	interaction_1184
5	66945000	12	85655000	9	1.601737e-27	6.204924e-19	interaction_327994	interaction_1185
12	85795000	21	24745000	5	8.641728e-16	8.251361e-09	interaction_328115	interaction_1186
9	4065000	12	86415000	6	1.523858e-17	4.583669e-10	interaction_328665	interaction_1187
6	15485000	12	87125000	5	1.745853e-16	2.697333e-09	interaction_329297	interaction_1188
2	141275000	12	87235000	5	6.363946e-17	1.334116e-09	interaction_329408	interaction_1189
4	35735000	12	87645000	5	1.360776e-16	2.274325e-09	interaction_329777	interaction_1190
2	54405000	12	88035000	5	2.51922e-16	3.494062e-09	interaction_330152	interaction_1191
4	35505000	12	89285000	5	7.854665e-16	7.717238e-09	interaction_331057	interaction_1192
4	120455000	12	89555000	5	8.897326e-16	8.418689e-09	interaction_331253	interaction_1193
4	72835000	12	90125000	5	5.354052e-17	1.175878e-09	interaction_331717	interaction_1194
2	183355000	12	91545000	5	1.103952e-15	9.807511e-09	interaction_332863	interaction_1195
12	91785000	19	22645000	5	4.127968e-16	4.955818e-09	interaction_333033	interaction_1196
9	10455000	12	91905000	7	1.989528e-19	1.360762e-11	interaction_333133	interaction_1197
12	92305000	18	46345000	5	2.279341e-17	6.254495e-10	interaction_333518	interaction_1198
1	29285000	12	89915000	6	4.27824e-18	1.683866e-10	interaction_333971	interaction_1199
6	24795000	12	94095000	6	8.426806e-18	2.879674e-10	interaction_335027	interaction_1200
12	9495000	19	53195000	5	4.128082e-16	4.955818e-09	interaction_335574	interaction_1201
2	73795000	12	95065000	5	5.161104e-16	5.752985e-09	interaction_335702	interaction_1202
9	6515000	12	95525000	5	3.391258e-16	4.311469e-09	interaction_336074	interaction_1203
1	29675000	4	110175000	6	2.523606e-19	1.629354e-11	interaction_336870	interaction_1204
3	55265000	12	97085000	5	1.725285e-16	2.675212e-09	interaction_337171	interaction_1205
9	109365000	12	97745000	5	1.398357e-16	2.307122e-09	interaction_337630	interaction_1206
12	97875000	20	5485000	5	4.48917e-16	5.229886e-09	interaction_337729	interaction_1207
12	9845000	16	51535000	5	1.462899e-16	2.377616e-09	interaction_338095	interaction_1208
5	23565000	12	9865000	5	3.76661e-16	4.624161e-09	interaction_338253	interaction_1209
3	44515000	12	98815000	5	7.677562e-17	1.521619e-09	interaction_338439	interaction_1210
12	99475000	15	36475000	6	3.464537e-17	8.502187e-10	interaction_338899	interaction_1211
1	30625000	7	124135000	5	5.850248e-16	6.276263e-09	interaction_339610	interaction_1212
1	30625000	9	101735000	5	8.779499e-16	8.339724e-09	interaction_339612	interaction_1213
6	163115000	13	100025000	5	1.782893e-16	2.739792e-09	interaction_339788	interaction_1214
4	144325000	13	100115000	5	2.539746e-16	3.512749e-09	interaction_339824	interaction_1215
13	100355000	16	67585000	5	1.078521e-16	1.932506e-09	interaction_339988	interaction_1216
13	101225000	22	49925000	5	1.826506e-16	2.788087e-09	interaction_340540	interaction_1217
4	158865000	13	101465000	6	1.917402e-19	1.330593e-11	interaction_340658	interaction_1218
4	107535000	13	101485000	6	1.773543e-17	5.158276e-10	interaction_340681	interaction_1219
13	101635000	17	57485000	5	3.209499e-16	4.150209e-09	interaction_340772	interaction_1220
7	137565000	13	102155000	5	6.463007e-16	6.733077e-09	interaction_341174	interaction_1221
13	102205000	15	59485000	5	8.841524e-16	8.380559e-09	interaction_341221	interaction_1222
9	6165000	13	102615000	6	1.740774e-18	8.180234e-11	interaction_341541	interaction_1223
7	141585000	13	102665000	5	8.277287e-16	7.999482e-09	interaction_341592	interaction_1224
6	48355000	13	103105000	5	7.00958e-16	7.131653e-09	interaction_341974	interaction_1225
13	103865000	18	51505000	5	8.250671e-17	1.600793e-09	interaction_342546	interaction_1226
9	26275000	13	103865000	5	1.040633e-15	9.41001e-09	interaction_342550	interaction_1227
2	48425000	13	104395000	5	1.114046e-15	9.868528e-09	interaction_342927	interaction_1228
13	104645000	20	36895000	5	1.193743e-16	2.068813e-09	interaction_343080	interaction_1229
13	105585000	16	72785000	5	6.065464e-16	6.430826e-09	interaction_343685	interaction_1230
8	19905000	13	105605000	5	1.053689e-16	1.906422e-09	interaction_343701	interaction_1231
8	93865000	13	106055000	5	2.44765e-16	3.428575e-09	interaction_343988	interaction_1232
2	131925000	13	106495000	5	1.123692e-16	1.990056e-09	interaction_344327	interaction_1233
13	106615000	20	8105000	7	4.172571e-20	3.622442e-12	interaction_344375	interaction_1234
6	29005000	13	106885000	5	2.636047e-17	6.98387e-10	interaction_344598	interaction_1235
2	197515000	13	107035000	5	3.314497e-16	4.251398e-09	interaction_344725	interaction_1236
13	107145000	17	46145000	5	8.228747e-18	2.826659e-10	interaction_344807	interaction_1237
13	107245000	19	11895000	5	7.795441e-17	1.540874e-09	interaction_344860	interaction_1238
9	14025000	13	107935000	6	4.440036e-19	2.615058e-11	interaction_345379	interaction_1239
2	171695000	13	108025000	5	7.400918e-16	7.407197e-09	interaction_345450	interaction_1240
13	108055000	15	74595000	5	8.577398e-17	1.648584e-09	interaction_345467	interaction_1241
7	112315000	13	109765000	5	3.583451e-16	4.468321e-09	interaction_346784	interaction_1242
13	110615000	15	44125000	6	1.999167e-21	2.618175e-13	interaction_347339	interaction_1243
3	39765000	13	110655000	5	1.084217e-15	9.691958e-09	interaction_347373	interaction_1244
3	95455000	13	111745000	5	6.679448e-17	1.382116e-09	interaction_347909	interaction_1245
13	112535000	15	80425000	5	9.951181e-16	9.115563e-09	interaction_348251	interaction_1246
2	66375000	13	113255000	5	5.407504e-16	5.936675e-09	interaction_348617	interaction_1247
13	113665000	15	101495000	5	5.2219e-16	5.786653e-09	interaction_348782	interaction_1248
13	114015000	15	83255000	5	1.066144e-15	9.569367e-09	interaction_348923	interaction_1249
2	26485000	13	114185000	5	2.938455e-16	3.891412e-09	interaction_349000	interaction_1250
8	165000	13	115005000	6	1.067721e-17	3.449262e-10	interaction_349175	interaction_1251
8	103635000	13	115055000	5	2.074791e-16	3.055295e-09	interaction_349202	interaction_1252
1	31315000	7	155835000	5	9.591402e-16	8.875047e-09	interaction_349307	interaction_1253
1	3195000	16	52795000	6	2.061949e-18	9.364922e-11	interaction_349518	interaction_1254
9	96375000	13	19655000	9	3.550018e-33	3.147165e-24	interaction_349712	interaction_1255
13	20295000	20	4745000	5	1.940964e-16	2.909275e-09	interaction_349953	interaction_1256
5	5765000	13	20415000	5	6.475437e-16	6.742228e-09	interaction_350023	interaction_1257
2	227855000	13	20515000	5	2.654014e-17	7.01937e-10	interaction_350072	interaction_1258
6	82365000	13	20515000	5	6.028226e-17	1.285959e-09	interaction_350077	interaction_1259
1	32065000	17	5215000	5	4.970655e-17	1.113965e-09	interaction_350152	interaction_1260
13	20675000	21	22355000	5	2.846548e-16	3.81352e-09	interaction_350217	interaction_1261
13	21175000	22	42155000	5	5.623153e-18	2.095571e-10	interaction_350514	interaction_1262
2	54375000	13	22155000	5	1.655367e-16	2.59204e-09	interaction_351053	interaction_1263
8	123615000	13	22165000	5	3.433093e-17	8.449676e-10	interaction_351064	interaction_1264
5	173615000	13	23575000	5	6.342853e-17	1.330904e-09	interaction_351936	interaction_1265
9	104525000	13	23725000	5	1.059001e-15	9.527513e-09	interaction_352044	interaction_1266
3	89575000	13	23865000	5	3.344196e-16	4.275218e-09	interaction_352138	interaction_1267
13	24415000	18	60805000	5	2.586211e-16	3.555294e-09	interaction_352476	interaction_1268
13	24495000	14	78065000	5	2.903259e-17	7.485323e-10	interaction_352514	interaction_1269
3	122195000	13	25145000	5	3.518336e-16	4.413389e-09	interaction_352928	interaction_1270
13	25155000	16	55775000	5	2.249988e-17	6.188687e-10	interaction_352932	interaction_1271
13	25405000	16	17755000	5	3.499479e-17	8.558236e-10	interaction_353084	interaction_1272
9	118935000	13	25405000	5	1.16662e-16	2.035716e-09	interaction_353092	interaction_1273
1	32595000	19	45475000	6	1.403055e-21	1.90234e-13	interaction_353403	interaction_1274
4	37975000	13	26055000	5	1.047842e-15	9.456648e-09	interaction_353516	interaction_1275
13	26165000	15	88425000	5	2.635767e-16	3.603076e-09	interaction_353610	interaction_1276
4	62885000	13	26695000	5	9.370227e-17	1.74953e-09	interaction_354031	interaction_1277
8	124285000	13	26945000	5	4.361113e-16	5.128656e-09	interaction_354229	interaction_1278
6	43505000	13	27025000	5	6.929525e-16	7.075188e-09	interaction_354299	interaction_1279
6	37045000	13	27145000	7	3.399627e-22	5.441656e-14	interaction_354386	interaction_1280
13	27845000	21	14345000	5	3.961698e-17	9.39458e-10	interaction_354769	interaction_1281
3	147295000	13	28265000	5	3.235516e-17	8.115034e-10	interaction_355013	interaction_1282
13	28795000	14	43485000	5	1.068579e-15	9.587488e-09	interaction_355256	interaction_1283
13	29825000	14	27705000	5	5.513996e-16	6.01065e-09	interaction_355823	interaction_1284
13	30085000	14	101455000	5	2.658595e-17	7.027453e-10	interaction_355985	interaction_1285
13	30265000	15	34435000	5	5.061236e-16	5.678227e-09	interaction_356077	interaction_1286
8	70725000	13	30495000	6	6.864585e-17	1.410838e-09	interaction_356251	interaction_1287
13	30745000	14	53255000	5	1.379151e-17	4.249838e-10	interaction_356461	interaction_1288
2	173165000	13	31155000	5	6.326698e-16	6.619495e-09	interaction_356742	interaction_1289
13	31265000	18	65675000	6	2.132478e-19	1.430935e-11	interaction_356823	interaction_1290
13	31295000	20	35395000	6	2.918629e-20	2.659014e-12	interaction_356853	interaction_1291
5	54425000	13	31645000	6	4.040899e-18	1.618325e-10	interaction_357098	interaction_1292
2	30805000	13	31955000	6	1.985551e-18	9.125831e-11	interaction_357320	interaction_1293
1	33235000	4	4645000	6	8.690798e-22	1.226707e-13	interaction_357588	interaction_1294
6	100095000	13	32315000	5	2.871632e-16	3.832646e-09	interaction_357596	interaction_1295
13	32395000	16	67855000	5	6.30488e-16	6.61017e-09	interaction_357631	interaction_1296
7	131145000	13	32525000	5	4.263765e-16	5.059173e-09	interaction_357764	interaction_1297
3	88445000	13	33025000	5	2.90405e-16	3.860266e-09	interaction_358124	interaction_1298
7	139515000	13	33415000	6	5.745637e-20	4.729796e-12	interaction_358450	interaction_1299
9	19205000	13	33585000	5	1.297969e-16	2.201742e-09	interaction_358565	interaction_1300
8	106745000	13	33655000	5	4.163466e-16	4.981364e-09	interaction_358600	interaction_1301
13	34295000	21	9855000	5	4.548831e-16	5.277211e-09	interaction_359046	interaction_1302
4	75965000	13	34595000	6	4.214754e-20	3.652185e-12	interaction_359302	interaction_1303
4	18975000	13	34955000	5	7.463284e-16	7.438931e-09	interaction_359590	interaction_1304
8	100005000	13	35025000	5	4.082137e-16	4.918524e-09	interaction_359653	interaction_1305
13	35265000	16	19015000	5	3.706934e-18	1.506933e-10	interaction_359844	interaction_1306
4	26585000	13	35525000	6	3.307572e-18	1.37738e-10	interaction_360055	interaction_1307
6	142675000	13	35565000	5	5.79428e-17	1.248766e-09	interaction_360088	interaction_1308
13	35685000	15	20875000	5	2.513478e-18	1.101417e-10	interaction_360214	interaction_1309
13	35705000	15	20855000	19	1.832333e-64	5.631257e-55	interaction_360231	interaction_1310
8	3195000	13	36675000	6	2.147422e-18	9.648557e-11	interaction_361048	interaction_1311
7	107975000	13	37145000	5	3.405356e-16	4.322241e-09	interaction_361399	interaction_1312
1	33725000	4	53575000	5	4.975158e-16	5.619951e-09	interaction_361445	interaction_1313
2	119455000	13	37975000	5	2.723315e-16	3.688485e-09	interaction_362005	interaction_1314
7	123335000	13	38535000	6	7.447574e-17	1.488194e-09	interaction_362435	interaction_1315
13	38755000	18	54735000	5	3.810254e-16	4.663165e-09	interaction_362589	interaction_1316
4	47495000	13	38805000	6	9.944351e-20	7.466213e-12	interaction_362631	interaction_1317
13	39085000	20	47685000	6	1.372091e-16	2.283471e-09	interaction_362896	interaction_1318
6	104155000	13	39175000	5	1.405724e-16	2.314378e-09	interaction_363003	interaction_1319
5	9655000	13	39405000	6	5.474147e-19	3.119322e-11	interaction_363224	interaction_1320
13	39475000	14	45235000	6	7.600241e-21	8.263305e-13	interaction_363297	interaction_1321
3	178775000	13	39565000	5	8.481069e-16	8.141805e-09	interaction_363361	interaction_1322
2	125435000	13	39865000	5	4.73557e-17	1.072451e-09	interaction_363623	interaction_1323
1	34055000	10	70775000	7	5.802875e-23	1.078658e-14	interaction_364173	interaction_1324
2	58375000	13	40515000	6	4.974994e-17	1.114089e-09	interaction_364181	interaction_1325
5	15115000	13	40565000	5	3.541311e-16	4.434243e-09	interaction_364214	interaction_1326
2	21515000	13	40705000	5	3.310397e-17	8.226753e-10	interaction_364308	interaction_1327
13	40835000	19	51815000	5	2.455373e-17	6.600026e-10	interaction_364402	interaction_1328
7	108025000	13	41085000	6	1.594408e-18	7.616657e-11	interaction_364607	interaction_1329
6	132005000	13	42165000	5	7.314701e-17	1.472021e-09	interaction_365325	interaction_1330
8	144345000	13	42165000	5	3.748243e-17	9.023004e-10	interaction_365329	interaction_1331
6	2935000	13	42175000	5	1.906537e-16	2.872707e-09	interaction_365334	interaction_1332
13	42205000	15	58725000	5	1.126947e-15	9.965705e-09	interaction_365340	interaction_1333
8	50565000	13	43085000	5	5.186156e-16	5.773413e-09	interaction_366067	interaction_1334
4	54155000	13	43105000	5	3.82853e-16	4.681477e-09	interaction_366072	interaction_1335
6	25865000	13	43415000	5	7.410935e-16	7.408188e-09	interaction_366342	interaction_1336
6	23575000	13	43935000	6	2.109471e-20	2.025108e-12	interaction_366736	interaction_1337
13	44075000	15	41855000	6	8.660068e-20	6.698342e-12	interaction_366850	interaction_1338
6	91485000	13	44145000	5	6.033942e-16	6.407721e-09	interaction_366933	interaction_1339
9	95275000	13	44275000	7	5.642786e-24	1.268913e-15	interaction_367052	interaction_1340
7	77165000	13	44465000	5	1.39094e-16	2.301589e-09	interaction_367254	interaction_1341
3	146685000	13	44525000	5	3.601908e-17	8.780786e-10	interaction_367310	interaction_1342
2	207085000	13	45325000	5	8.065313e-16	7.856905e-09	interaction_367970	interaction_1343
13	45745000	19	50255000	5	1.669756e-16	2.60858e-09	interaction_368238	interaction_1344
1	34595000	4	10495000	5	4.222768e-17	9.858781e-10	interaction_368382	interaction_1345
13	46155000	17	13405000	5	1.90858e-16	2.872707e-09	interaction_368524	interaction_1346
2	41805000	13	46475000	5	6.933463e-16	7.077641e-09	interaction_368805	interaction_1347
5	139245000	13	46895000	6	6.895669e-18	2.4585e-10	interaction_369168	interaction_1348
7	131175000	13	46895000	5	6.30091e-16	6.607511e-09	interaction_369173	interaction_1349
13	47085000	14	70445000	5	1.202117e-16	2.076302e-09	interaction_369260	interaction_1350
6	151425000	13	48385000	5	5.88007e-16	6.299462e-09	interaction_370330	interaction_1351
3	7185000	13	48625000	6	7.255659e-19	3.967725e-11	interaction_370542	interaction_1352
9	76685000	13	48985000	6	7.284316e-18	2.565319e-10	interaction_370790	interaction_1353
9	115195000	13	49005000	5	4.127064e-16	4.955818e-09	interaction_370792	interaction_1354
8	54055000	13	49025000	5	4.11695e-16	4.948829e-09	interaction_370819	interaction_1355
3	58395000	13	49135000	5	6.29161e-16	6.603766e-09	interaction_370902	interaction_1356
13	49155000	22	23385000	5	6.211021e-16	6.542413e-09	interaction_370911	interaction_1357
13	49585000	14	75085000	5	7.504467e-16	7.471901e-09	interaction_371238	interaction_1358
5	127415000	13	49695000	5	2.980415e-16	3.933421e-09	interaction_371290	interaction_1359
7	76905000	13	49975000	5	1.072617e-16	1.926483e-09	interaction_371523	interaction_1360
8	112825000	13	50055000	5	8.726706e-16	8.308408e-09	interaction_371603	interaction_1361
7	70555000	13	50315000	5	6.670419e-16	6.893078e-09	interaction_371762	interaction_1362
13	50765000	20	13465000	5	3.867373e-16	4.72021e-09	interaction_372085	interaction_1363
2	116825000	13	51385000	5	3.501369e-16	4.401688e-09	interaction_372541	interaction_1364
13	51475000	19	22055000	5	5.047307e-16	5.665357e-09	interaction_372625	interaction_1365
6	28115000	13	51895000	5	1.085239e-15	9.696121e-09	interaction_372963	interaction_1366
13	52035000	15	67405000	5	8.315223e-16	8.021011e-09	interaction_373072	interaction_1367
13	52115000	15	58705000	5	7.00036e-16	7.1298e-09	interaction_373111	interaction_1368
6	143585000	13	52305000	6	5.242551e-17	1.156265e-09	interaction_373210	interaction_1369
13	52335000	15	73545000	6	9.318475e-19	4.864928e-11	interaction_373226	interaction_1370
8	28965000	13	52705000	5	3.467209e-17	8.502187e-10	interaction_373479	interaction_1371
9	89475000	13	52725000	5	1.081793e-16	1.934432e-09	interaction_373510	interaction_1372
7	62055000	13	52965000	6	1.901155e-16	2.872707e-09	interaction_373609	interaction_1373
13	53225000	15	59605000	6	2.295728e-17	6.280415e-10	interaction_373723	interaction_1374
